,total_cup_points,species,country_of_origin,region,producer,farm_name,grading_date,variety,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,category_two_defects,altitude_mean_meters,certification_body,harvest_year
657,82.5,Arabica,Thailand,thailand,Doi Tung Development Project,unknown,"June 9th, 2015",Other,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,7.83,0.12,0,0.0,0,800.0,Specialty Coffee Association,2014
658,82.5,Arabica,Thailand,chiangrai,"Coffeas Co., Ltd.",unknown,"February 15th, 2015",Caturra,7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,10.0,7.5,0.11,0,0.0,0,1450.0,Specialty Coffee Institute of Asia,2014
659,82.5,Arabica,"Tanzania, United Republic Of",karatu arusha,Shah Plantations,shah plantation,"December 18th, 2014",Other,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,0.12,0,0.0,1,1600.0,Africa Fine Coffee Association,2014
660,82.5,Arabica,"Tanzania, United Republic Of",moshi,Amkeni Gourmet Coffee Group,amkeni,"December 12th, 2014",Other,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.58,0.12,0,0.0,3,168.0,Africa Fine Coffee Association,2014
661,82.5,Arabica,Mexico,chiapas,Santiago & Rosaura Arguello Campos,finca san el retiro,"April 14th, 2014",Other,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,7.58,0.0,0,0.0,1,1600.0,Specialty Coffee Association,2013
662,82.5,Arabica,Brazil,south of minas,Ipanema Coffees,fazenda rio verde,"January 14th, 2014",Yellow Bourbon,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,7.5,0.11,0,0.0,0,1260.0,Specialty Coffee Association,2013
663,82.5,Arabica,Guatemala,oriente,"AGRICOLA MONTE VERDE, S.A.",la union monte verde,"May 30th, 2013",Bourbon,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,7.33,0.12,0,0.0,4,1310.64,Asociacion Nacional Del Café,2013
664,82.5,Arabica,Colombia,huila,unknown,unknown,"May 7th, 2013",Caturra,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,7.5,0.11,0,0.0,1,1750.0,Almacafé,2013
665,82.5,Arabica,Guatemala,oriente,MARGARITA DE NUYENS,la esperanza y anexos,"February 26th, 2013",Bourbon,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,7.33,0.11,0,0.0,0,1310.64,Asociacion Nacional Del Café,2013
666,82.5,Arabica,Mexico,san bartolo tutotepec,"VELASCO SAN AGUSTIN, NAZARIO",la pagua,"September 27th, 2012",Typica,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,10.0,7.58,0.13,0,0.0,10,1679.0,AMECAFE,2012
667,82.5,Arabica,Mexico,zapotitlan de mendez,ENRIQUE MITRE LOPEZ,caltuchoco,"July 26th, 2012",Typica,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.5,0.12,0,0.0,5,1100.0,AMECAFE,2012
668,82.5,Arabica,Mexico,la concordia,SUSANA LETICIA LOPEZ AGUILAR,santa cruz - pante don manuel,"June 7th, 2012",Typica,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,7.5,0.11,0,0.0,2,1650.0,AMECAFE,2012
669,82.5,Arabica,Guatemala,oriente,VARIOUS,various,"March 26th, 2012",Caturra,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,0.11,0,0.0,5,1360.0,Asociacion Nacional Del Café,2012
670,82.5,Arabica,Brazil,carmo de minas,Nazareth Dias Pereira,fazenda do sertao,"March 16th, 2012",Bourbon,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,0.0,0,0.0,4,1250.0,NUCOFFEE,2012
671,82.5,Arabica,Colombia,huila,LA PLATA,unknown,"March 5th, 2012",Caturra,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,0.11,1,0.0,3,1775.0,Almacafé,2012
672,82.5,Arabica,United States,kona,unknown,unknown,"February 23rd, 2012",Hawaiian Kona,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,7.58,0.12,2,0.0,3,518.0,Specialty Coffee Association,2012
673,82.5,Arabica,Guatemala,huehuetenango,unknown,unknown,"July 23rd, 2010",Bourbon,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,7.33,0.01,1,0.0,14,1600.0,Specialty Coffee Association,2010
674,82.42,Arabica,Honduras,"comayagua, honduras",Danilo Carrillo,carrillo cooperativa,"September 27th, 2017",Other,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,7.5,0.12,0,1.0,6,1500.0,Specialty Coffee Association,2017
675,82.42,Arabica,Guatemala,san marcos,JORGE LEAL,piamonte,"September 8th, 2017",Bourbon,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,0.1,0,1.0,2,1700.0,Asociacion Nacional Del Café,2017
676,82.42,Arabica,Guatemala,san marcos,ANGEL DE LEON,las merceditas,"June 1st, 2017",Bourbon,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,7.5,0.12,0,0.0,0,1700.0,Asociacion Nacional Del Café,2016
677,82.42,Arabica,Guatemala,el progreso,JESUS RAMIREZ,la esmeralda,"June 1st, 2017",Bourbon,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,7.42,0.12,0,0.0,0,1200.0,Asociacion Nacional Del Café,2017
678,82.42,Arabica,Guatemala,santa rosa,"PLANTACIONES AGROPECUARIAS, S.A.",providencia,"January 20th, 2017",Caturra,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,7.5,0.11,0,2.0,3,1100.0,Asociacion Nacional Del Café,2017
679,82.42,Arabica,Colombia,guayata,unknown,unknown,"August 5th, 2016",Caturra,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,8.08,0.11,0,0.0,1,1600.0,Almacafé,2016
680,82.42,Arabica,China,yunnan,Menglian Gao Sanlin Coffee Factory,menglian gao sanlin coffee factory,"April 6th, 2016",Catimor,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.58,0.1,0,0.0,0,1600.0,Yunnan Coffee Exchange,2015
681,82.42,Arabica,Brazil,campos altos - cerrado,unknown,unknown,"January 12th, 2016",Bourbon,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,10.0,8.0,0.11,0,1.0,0,1073.0,Brazil Specialty Coffee Association,2016
682,82.42,Arabica,"Tanzania, United Republic Of",arusha meru,GLADNESS OBED PALLANGYO,nguruma,"November 16th, 2015",Ruiru 11,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,0.13,0,0.0,7,2285.0,Africa Fine Coffee Association,2015
683,82.42,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 8th, 2015",Yellow Bourbon,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,7.42,0.0,0,0.0,0,1000.0,Brazil Specialty Coffee Association,2015
684,82.42,Arabica,Guatemala,atitlan,UNEX,several,"December 18th, 2014",Caturra,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,0.1,0,0.0,0,1400.0,Specialty Coffee Association of Costa Rica,2013
685,82.42,Arabica,Mexico,la yerba,AVELINO CHAVEZ REYNA,los llanitos,"August 14th, 2014",Typica,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,0.11,0,0.0,0,1296.0,AMECAFE,2014
686,82.42,Arabica,Brazil,south of minas,Betina Vilela Reis,fazenda serra negra,"May 8th, 2014",Catuai,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.12,0,0.0,1,1000.0,NUCOFFEE,2012
687,82.42,Arabica,Peru,peru,unknown,unknown,"January 21st, 2014",Caturra,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,7.5,0.0,0,0.0,3,1113.0,Specialty Coffee Association,2013
688,82.42,Arabica,Brazil,south of minas,Ipanema Coffees,fazenda rio verde,"December 30th, 2013",Yellow Bourbon,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,8.17,0.0,0,0.0,0,1260.0,Specialty Coffee Association,2013
689,82.42,Arabica,Mexico,veracruz,MANUEL HERRERA JUAREZ,finca los barreales,"December 12th, 2013",Bourbon,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,7.5,0.12,0,0.0,0,1170.0,AMECAFE,2013
690,82.42,Arabica,Honduras,unknown,unknown,unknown,"December 10th, 2013",Caturra,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,7.67,0.09,0,0.0,2,988.0,Specialty Coffee Association,2012
691,82.42,Arabica,Colombia,huila,unknown,unknown,"May 31st, 2013",Caturra,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,0.11,0,0.0,9,1775.0,Almacafé,2013
692,82.42,Arabica,Mexico,chiapas,EMPERATRIZ GARCIA MUÑOZ,cipresal,"March 29th, 2013",Typica,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,7.42,0.12,0,0.0,5,1560.0,AMECAFE,2013
693,82.42,Arabica,Mexico,san pedro cotzilnam,VICTOR MANUEL LOPEZ VAZQUEZ,pante san pedro,"September 11th, 2012",Typica,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.42,0.13,0,0.0,2,1400.0,AMECAFE,2012
694,82.42,Arabica,Mexico,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,"cafetal el equimite, rancho agroecológico","September 10th, 2012",Typica,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,0.14,0,0.0,9,1300.0,AMECAFE,2012
695,82.42,Arabica,Mexico,xalapa,MANUEL HERRERA JUAREZ,los barreales 1112lbcat_s110312,"August 31st, 2012",Caturra,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,7.58,0.13,0,0.0,1,1170.0,AMECAFE,2012
696,82.42,Arabica,Mexico,zihuatanejo de azueta,DARIO FRANCISCO GALEANA SOLIS,corral del diablo lote 1,"July 25th, 2012",Typica,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,0.0,0,1300.0,AMECAFE,2012
697,82.42,Arabica,Mexico,veracruz,JOSE DANIEL COBILT CASTRO,cañada fria,"July 11th, 2012",Pacamara,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,7.58,0.14,0,0.0,6,1350.0,AMECAFE,2012
698,82.42,Arabica,Mexico,xicotepec de juarez,"ALVARO QUIROS PEREZ, MIGUEL QUIROZ PEREZ",finca nextlalpa,"July 3rd, 2012",Caturra,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,0.0,0,1150.0,AMECAFE,2012
699,82.42,Arabica,Mexico,progreso santa rosa teocelo,OLIVIA HERNANDEZ VIRVES,santa rosa,"June 6th, 2012",Bourbon,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,10.0,7.5,0.13,0,0.0,4,1250.0,AMECAFE,2012
700,82.42,Arabica,Mexico,fln mirador,ROBIN CLEAVER,fln mirador,"April 9th, 2012",Typica,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,7.5,0.12,0,0.0,0,1450.0,AMECAFE,2012
701,82.42,Arabica,Colombia,huila,JAIME PULIDO / ALBINO MAHECHA / FREDDY MENDEZ,unknown,"January 31st, 2012",Caturra,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,7.58,0.0,0,0.0,2,442.0,Almacafé,2012
702,82.42,Arabica,Brazil,south of minas,Glycia Maria,santa mariana,"January 23rd, 2012",Arusha,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.42,0.11,0,0.0,2,1027.0,NUCOFFEE,2012
703,82.42,Arabica,Colombia,huila,unknown,unknown,"December 22nd, 2011",Caturra,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,7.75,0.0,0,0.0,2,1750.0,Almacafé,2011
704,82.42,Arabica,Colombia,huila,unknown,unknown,"September 22nd, 2011",Caturra,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,7.5,0.02,0,0.0,1,1750.0,Almacafé,2011
705,82.33,Arabica,Honduras,comayagua,Reinerio Zepeda,los hicaques,"April 6th, 2017",Caturra,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,0.1,0,1.0,8,1396.0,Instituto Hondureño del Café,2017
706,82.33,Arabica,Brazil,cerrado,Tulio Taft Bovaretto,fazenda são pedro,"February 9th, 2017",Catuai,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,7.67,0.11,0,3.0,11,982.0,Brazil Specialty Coffee Association,2016
707,82.33,Arabica,Brazil,cerrado,unknown,unknown,"October 13th, 2016",Catuai,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,7.5,0.11,0,4.0,14,1073.0,Brazil Specialty Coffee Association,2016
708,82.33,Arabica,Brazil,south of minas,Ipanema Agricola,capoeirinha,"August 16th, 2016",Bourbon,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,0.11,0,2.0,3,934.0,Brazil Specialty Coffee Association,2016
709,82.33,Arabica,Costa Rica,tarrazu,Martin Gutierrez,gamboa,"July 15th, 2016",Caturra,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,0.1,6,1.0,3,1850.0,Specialty Coffee Association of Costa Rica,2015
710,82.33,Arabica,Costa Rica,tarrazu,Johanna,rio jorco,"May 17th, 2016",Catuai,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,0.0,0,2.0,0,1550.0,Specialty Coffee Association of Costa Rica,2015
711,82.33,Arabica,China,xishuangbanna prefecture,Yun Lan Coffee Co. Ltd,yun lan coffee co. ltd,"April 5th, 2016",Catimor,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,0.12,0,6.0,2,1580.0,Yunnan Coffee Exchange,2015
712,82.33,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 8th, 2015",Bourbon,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,0.07,0,0.0,0,1268.0,Specialty Coffee Association,2015
713,82.33,Arabica,Brazil,chapadão de ferro (cerrado mineiro),unknown,unknown,"April 20th, 2015",Mundo Novo,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.42,0.11,0,0.0,10,1073.0,Brazil Specialty Coffee Association,2015
714,82.33,Arabica,Guatemala,huehuetenango,AMANCIO DEL VALLE CARRILLO,finca loma linda y anexo,"March 10th, 2015",Bourbon,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,0.1,0,0.0,6,1676.4,Asociacion Nacional Del Café,2015
715,82.33,Arabica,Malawi,mzuzu,Mzuzu Coffee Planters Coop Union,utchisi mountain,"November 4th, 2014",Gesha,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,0.12,0,0.0,0,1450.0,Africa Fine Coffee Association,2014
716,82.33,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 15th, 2014",Bourbon,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,0.11,0,0.0,0,1100.0,Specialty Coffee Association,2014
717,82.33,Arabica,Guatemala,jalapa,ROBERTO MONTERROSO,el morito,"June 10th, 2014",Pacas,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,0.12,0,0.0,3,1524.0,Asociacion Nacional Del Café,2014
718,82.33,Arabica,Mexico,veracruz,Huatusco,unknown,"April 2nd, 2014",Bourbon,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,0.0,0,1233.0,Specialty Coffee Association,2014
719,82.33,Arabica,Colombia,antioquia,SEVERAL,several,"January 21st, 2014",Caturra,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,0.1,0,0.0,2,1300.0,Specialty Coffee Association of Costa Rica,2013
720,82.33,Arabica,Taiwan,changhua baguashan 彰化市八卦山,Zhang shui sheng 張水勝,guo cun nong yuan 國村農園,"December 26th, 2013",Typica,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,0.11,0,0.0,0,200.0,Blossom Valley International,2013
721,82.33,Arabica,Taiwan,taichung xinshe 台中市新社區,Lin yu ding 林玉定,yu jin gui 玉金櫃咖啡,"December 26th, 2013",Typica,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,0.11,0,0.0,0,600.0,Blossom Valley International,2013
722,82.33,Arabica,Guatemala,oriente,ROBERTO MONTERROSO,el morito,"July 16th, 2013",Bourbon,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,0.12,2,0.0,1,1310.64,Asociacion Nacional Del Café,2013
723,82.33,Arabica,Colombia,huila,unknown,unknown,"June 21st, 2013",Caturra,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,0.0,0,0.0,1,1750.0,Almacafé,2013
724,82.33,Arabica,Mexico,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,santa teresa,"March 15th, 2013",Typica,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.12,0,0.0,3,1300.0,AMECAFE,2013
725,82.33,Arabica,Costa Rica,central valley,unknown,unknown,"October 9th, 2012",Catuai,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,7.67,0.0,0,0.0,14,1458.0,Specialty Coffee Association,2012
726,82.33,Arabica,Guatemala,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",finca el morito,"October 5th, 2012",Bourbon,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,0.11,0,0.0,3,1752.6,Asociacion Nacional Del Café,2012
727,82.33,Arabica,Mexico,"jaltocan, hidalgo","SALAZAR HERNANDEZ, ROBERTO",tepemalacax,"September 27th, 2012",Typica,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,7.58,0.15,1,0.0,8,441.0,AMECAFE,2012
728,82.33,Arabica,Mexico,veracruz,MANUEL HERRERA JUAREZ,finca los barreales 1112lbga7250412,"August 31st, 2012",Bourbon,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.0,0.13,0,0.0,9,1170.0,AMECAFE,2012
729,82.33,Arabica,Guatemala,oriente,AGROPECUARIA QUIAGRAL,agropecuaria quiagral,"May 23rd, 2012",Bourbon,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,0.1,2,0.0,5,1310.64,Asociacion Nacional Del Café,2012
730,82.33,Arabica,Brazil,grama valley,José Malagutti,sitío santa luzia,"April 11th, 2012",Mundo Novo,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.12,0,0.0,2,1100.0,NUCOFFEE,2012
731,82.33,Arabica,Mexico,santa catarina juquila,MARIA LUISA DELCARMEN ROJAS NARVAEZ,cafetal santa maria,"March 5th, 2012",Typica,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,0.11,0,0.0,0,1300.0,AMECAFE,2012
732,82.33,Arabica,Brazil,south of minas,José Alberto dos Santos,café citrus,"February 17th, 2012",Mundo Novo,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,0.11,0,0.0,2,950.0,NUCOFFEE,2012
733,82.33,Arabica,Colombia,huila,JAIME PULIDO / ERMILSON RAMOS,unknown,"January 31st, 2012",Caturra,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,0.0,0,0.0,0,442.0,Almacafé,2012
734,82.25,Arabica,Brazil,brazil matas de minas,NAGIPE VIANA KLEM,fazendas klem ltda,"November 15th, 2017",Catuai,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,7.5,0.09,2,6.0,10,1100.0,Specialty Coffee Association,2017
735,82.25,Arabica,Taiwan,unknown,林玲美0918232039,眉泉莊園,"February 13th, 2017",Typica,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,10.0,0.1,0,0.0,0,988.0,Blossom Valley International,2016
736,82.25,Arabica,Guatemala,nuevo oriente,PABLO CHUY,linda vista,"August 31st, 2016",Pacas,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,0.11,0,2.0,2,1450.0,Asociacion Nacional Del Café,2016
737,82.25,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 8th, 2015",Yellow Bourbon,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,0.0,0,0.0,9,1000.0,Brazil Specialty Coffee Association,2015
738,82.25,Arabica,El Salvador,apaneca,"Tropical Farm Management El Salvador, S.A. de C.V.",zapato de mico,"July 8th, 2015",Bourbon,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,0.12,0,0.0,0,1500.0,Salvadoran Coffee Council,2014
739,82.25,Arabica,Honduras,marcala,Omar Acosta,bethel,"April 15th, 2015",Catuai,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,0.11,0,0.0,2,1350.0,Instituto Hondureño del Café,2015
740,82.25,Arabica,Malawi,mzuzu,Mzuzu Coffee Coop Union,kachere,"November 4th, 2014",Gesha,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,0.13,0,0.0,0,1180.0,Africa Fine Coffee Association,2014
741,82.25,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 16th, 2014",Bourbon,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,0.11,0,0.0,0,1100.0,Specialty Coffee Association,2014
742,82.25,Arabica,Taiwan,nantou,Lin yu tang 林玉堂,guo xing ka fei wang 國姓咖啡王咖啡莊園,"December 26th, 2013",Typica,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,0.11,0,0.0,0,650.0,Blossom Valley International,2013
743,82.25,Arabica,Mexico,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,finca huehuetecpan,"July 19th, 2013",Mundo Novo,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,0.12,0,0.0,4,1338.0,AMECAFE,2013
744,82.25,Arabica,United States,kona,unknown,unknown,"May 3rd, 2013",Hawaiian Kona,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,0.0,0,0.0,1,518.0,Specialty Coffee Association,2013
745,82.25,Arabica,Mexico,"calnali, hidalgo",FELIX DE LA CRUZ CASIMIRO,omicuatla,"September 27th, 2012",Bourbon,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,0.16,3,0.0,8,533.0,AMECAFE,2012
746,82.25,Arabica,Guatemala,antigua,"SIEMBRAS VISION, S.A.",finca medina,"September 19th, 2012",Bourbon,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,0.11,0,0.0,2,1390.8024,Asociacion Nacional Del Café,2012
747,82.25,Arabica,Mexico,veracruz,MANUEL HERRERA JUAREZ,los barreales 1112lbgr7230412,"August 31st, 2012",Bourbon,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,0.13,0,0.0,3,1170.0,AMECAFE,2012
748,82.25,Arabica,Mexico,juquila,GUILLERMO ROJAS SALDAÑA,jamaica,"August 30th, 2012",Typica,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,0.12,0,0.0,13,1250.0,AMECAFE,2012
749,82.25,Arabica,El Salvador,unknown,unknown,unknown,"August 21st, 2012",Other,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,0.0,2,0.0,5,988.0,Specialty Coffee Association,2012
750,82.25,Arabica,Mexico,veracruz,SERGIO DE LA VEQUIA BERNARDI,chilcuatla,"July 11th, 2012",Typica,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,0.11,0,0.0,0,1100.0,AMECAFE,2012
751,82.25,Arabica,Mexico,canoas,COOP,comunidad de canoas,"April 2nd, 2012",Typica,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,0.1,0,0.0,3,900.0,AMECAFE,2012
752,82.25,Arabica,Colombia,huila,unknown,unknown,"February 22nd, 2012",Caturra,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,0.12,0,0.0,1,1750.0,Almacafé,2012
753,82.25,Arabica,Colombia,huila,La Plata,unknown,"February 9th, 2012",Caturra,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,0.0,0,1775.0,Almacafé,2012
754,82.25,Arabica,Brazil,unknown,Carmem Lucia Chaves de Brito,caxambu,"January 23rd, 2012",Arusha,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,0.12,0,0.0,1,988.0,NUCOFFEE,2012
755,82.25,Arabica,Colombia,cauca,unknown,unknown,"March 1st, 2011",Caturra,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,7.75,0.22,0,0.0,2,1574.0,Almacafé,2011
756,82.17,Arabica,Brazil,south of minas,Ipanema Agricola,fazenda capoeirnha,"August 16th, 2016",Bourbon,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,0.11,0,1.0,5,934.0,Brazil Specialty Coffee Association,2016
757,82.17,Arabica,Honduras,comayagua,Nahun Maldonado,las cuchillas,"June 9th, 2016",Caturra,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,1.0,2,1500.0,Instituto Hondureño del Café,2015
758,82.17,Arabica,Nicaragua,jinotega,MARCIO ALBERTO RIVERA CASTELLON,el brigadum - la coronela,"March 15th, 2016",Caturra,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,0.1,0,0.0,1,1000.0,Instituto Hondureño del Café,2016
759,82.17,Arabica,"Tanzania, United Republic Of",ruvuma,Langiro farm group,langiro farm group,"November 16th, 2015",Bourbon,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,0.13,1,0.0,6,1650.0,Africa Fine Coffee Association,2015
760,82.17,Arabica,"Tanzania, United Republic Of",northern,unknown,unknown,"October 20th, 2015",Other,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,0.12,0,0.0,1,1600.0,Tanzanian Coffee Board,2015
761,82.17,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 8th, 2015",Yellow Bourbon,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,0.0,0,0.0,1,1000.0,Brazil Specialty Coffee Association,2015
762,82.17,Arabica,Thailand,thailand,Doi Tung Development Project,unknown,"June 9th, 2015",Other,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,0.12,0,0.0,0,800.0,Specialty Coffee Association,2014
763,82.17,Arabica,Honduras,marcala,Omar Acosta,bethel,"April 15th, 2015",Catuai,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,0.11,0,0.0,2,1350.0,Instituto Hondureño del Café,2015
